time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
"2017-04-20T15:34:11.500Z,19.1273,-64.7375,37,2.8,Md,6,302.4,0.79141577,0.15,pr,pr17110006,2017-04-21T14:18:13.040Z,""85km N of Road Town, British Virgin Islands"",earthquake,3.2,11.4,0,4,reviewed,pr,pr"
"2017-04-20T15:20:43.000Z,49.2638,156.0319,37.69,5.1,mb,,82,3.989,0.73,us,us10008j9d,2017-04-21T13:45:13.040Z,""157km S of Severo-Kuril'sk, Russia"",earthquake,8.8,5.8,0.031,344,reviewed,us,us"
"2017-04-20T14:54:54.830Z,34.2478333,-116.8361667,-1.07,3.1,ml,116,23,0.07153,0.15,ci,ci37862576,2017-04-21T04:30:31.769Z,""2km SSE of Big Bear City, CA"",earthquake,0.09,0.22,0.177,290,reviewed,ci,ci"
"2017-04-20T14:04:03.841Z,65.2603,-151.1647,13.6,2.6,ml,,,,0.83,ak,ak15794886,2017-04-20T14:12:21.119Z,""38km NW of Manley Hot Springs, Alaska"",earthquake,,0.3,,,automatic,ak,ak"
"2017-04-20T13:38:15.450Z,36.3522,-98.1642,8.74,3.1,mb_lg,,34,0.21,0.24,us,us10008j8c,2017-04-20T14:23:51.209Z,""23km SSE of Helena, Oklahoma"",earthquake,1.6,5.2,0.057,80,reviewed,us,us"
"2017-04-20T11:41:26.350Z,44.4281,148.7312,60.83,5.5,mb,,116,4.419,0.81,us,us10008j80,2017-04-20T13:43:34.216Z,""111km SE of Kuril'sk, Russia"",earthquake,8,5.4,0.022,739,reviewed,us,us"
"2017-04-20T11:32:21.350Z,0.9943,-85.3405,10,4.8,mb,,179,5.375,1.32,us,us10008j7y,2017-04-20T12:00:19.040Z,""Off the coast of Ecuador"",earthquake,9.6,1.9,0.037,225,reviewed,us,us"
"2017-04-20T11:03:45.600Z,32.345,-118.3691667,5.8,2.88,ml,21,224,0.6506,0.37,ci,ci37862480,2017-04-20T18:17:18.284Z,""53km S of San Clemente Is. (SE tip), CA"",earthquake,1.43,31.61,0.142,71,reviewed,ci,ci"
"2017-04-20T09:52:16.210Z,-21.6042,-178.6814,492.22,4.6,mb,,98,4.92,1.1,us,us10008j7h,2017-04-20T10:40:12.040Z,""105km S of Ndoi Island, Fiji"",earthquake,12.4,7.1,0.039,192,reviewed,us,us"
"2017-04-20T09:44:57.450Z,40.6962,-107.8992,5,3.9,ml,,41,0.618,0.92,us,us10008j7c,2017-04-23T15:32:07.711Z,""35km NW of Craig, Colorado"",earthquake,1.7,2,0.052,98,reviewed,us,us"
"2017-04-20T09:00:53.736Z,58.0646,-138.0034,0.8,2.5,ml,,,,0.95,ak,ak15794637,2017-04-20T09:08:42.122Z,""138km WSW of Gustavus, Alaska"",earthquake,,0.3,,,automatic,ak,ak"
"2017-04-20T08:58:18.750Z,49.3216,155.972,57.44,4.2,mb,,172,3.944,0.67,us,us10008j77,2017-04-20T09:15:17.040Z,""151km S of Severo-Kuril'sk, Russia"",earthquake,6,9.8,0.115,21,reviewed,us,us"
"2017-04-20T08:42:20.710Z,49.2122,156.1707,43.72,4.8,mb,,135,4.018,0.79,us,us10008j71,2017-04-20T09:00:06.040Z,""163km S of Severo-Kuril'sk, Russia"",earthquake,6.6,6.6,0.05,126,reviewed,us,us"
"2017-04-20T06:53:55.700Z,19.288,-64.5381,42,2.9,Md,4,316.8,1.20194585,0.25,pr,pr17110002,2017-04-20T07:37:06.265Z,""96km N of Road Town, British Virgin Islands"",earthquake,2.8,16.2,0,3,reviewed,pr,pr"
"2017-04-20T06:27:09.241Z,61.4587,-146.5522,17.1,2.9,ml,,,,0.7,ak,ak15794549,2017-04-20T06:33:17.401Z,""38km NNW of Valdez, Alaska"",earthquake,,0.3,,,automatic,ak,ak"
"2017-04-20T05:07:03.640Z,48.1763333,-122.7573333,23.26,3.01,ml,36,36,0.1402,0.25,uw,uw61272661,2017-04-23T21:31:24.899Z,""7km N of Port Townsend, Washington"",earthquake,0.34,0.88,0.173,30,reviewed,uw,uw"
"2017-04-20T05:02:08.000Z,19.0737,-64.5412,35,3.2,Md,4,309.6,1.03665584,0.31,pr,pr17110001,2017-04-20T07:34:25.956Z,""73km N of Road Town, British Virgin Islands"",earthquake,2.8,20.2,0,4,reviewed,pr,pr"
"2017-04-20T04:38:37.500Z,5.4595,127.2732,130.77,4.5,mb,,108,2.322,0.74,us,us10008j67,2017-04-20T05:08:57.040Z,""157km SE of Pondaguitan, Philippines"",earthquake,7,6.8,0.072,57,reviewed,us,us"
"2017-04-20T04:33:07.110Z,36.6976,-97.667,5,2.9,mb_lg,,42,0.218,0.29,us,us10008j64,2017-04-21T04:59:57.368Z,""13km SSE of Medford, Oklahoma"",earthquake,0.9,1.9,0.054,89,reviewed,us,us"
"2017-04-20T03:39:14.740Z,37.9421,77.9066,10,4.5,mb,,95,3.783,0.76,us,us10008j60,2017-04-20T03:54:59.040Z,""57km E of Yilkiqi, China"",earthquake,8.6,1.9,0.091,36,reviewed,us,us"
"2017-04-20T03:19:10.570Z,-19.4554,-175.7472,188.78,4.4,mb,,88,5.51,1,us,us10008j5y,2017-04-20T03:38:17.040Z,""151km WNW of Pangai, Tonga"",earthquake,11.8,8.9,0.097,31,reviewed,us,us"
"2017-04-20T01:28:21.430Z,-21.65,-66.869,228.83,4.5,mb,,103,2.122,0.81,us,us10008j5m,2017-04-20T01:47:58.040Z,""103km SW of Atocha, Bolivia"",earthquake,5.8,9.9,0.204,7,reviewed,us,us"
"2017-04-20T00:23:06.400Z,48.8691,152.6715,134.97,4.3,mb,,162,5.299,0.67,us,us10008j5c,2017-04-20T00:43:58.040Z,""276km E of Vostok, Russia"",earthquake,8,9.7,0.114,22,reviewed,us,us"
"2017-04-19T23:46:58.000Z,19.054,-66.8691,30,3,Md,16,244.8,0.62522744,0.37,pr,pr17109004,2017-04-20T04:25:32.107Z,""63km NNE of Isabela, Puerto Rico"",earthquake,1.4,11.1,0,14,reviewed,pr,pr"
"2017-04-19T23:13:15.600Z,19.0489,-66.8895,25,2.8,Md,10,280.8,0.70966907,0.15,pr,pr17109003,2017-04-20T03:59:22.490Z,""62km NNE of Isabela, Puerto Rico"",earthquake,1,11.8,0,5,reviewed,pr,pr"
"2017-04-19T20:27:12.970Z,-23.9522,-66.6902,186.24,4.8,mb,,34,2.438,0.91,us,us10008j3t,2017-04-19T21:29:23.040Z,""47km NW of San Antonio de los Cobres, Argentina"",earthquake,7.8,7,0.035,251,reviewed,us,us"
"2017-04-19T19:46:08.660Z,36.7979,140.6046,10,4.4,mb,,133,1.079,1.22,us,us10008j3b,2017-04-19T20:51:01.680Z,""13km W of Kitaibaraki, Japan"",earthquake,4.8,1.2,0.054,99,reviewed,us,us"
"2017-04-19T19:24:52.630Z,-18.5908,-177.8109,525.52,4.2,mb,,78,4.021,0.72,us,us10008j36,2017-04-19T20:18:26.040Z,""246km NNE of Ndoi Island, Fiji"",earthquake,11.9,8.8,0.067,62,reviewed,us,us"
"2017-04-19T19:10:58.490Z,36.7036667,-121.339,2.6,2.63,md,54,70,0.07327,0.06,nc,nc72790881,2017-04-20T15:09:22.204Z,""12km S of Ridgemark, California"",earthquake,0.14,0.48,0.179,89,reviewed,nc,nc"
"2017-04-19T19:05:18.450Z,35.5897,-97.3773,6.15,2.5,mb_lg,,42,0.038,0.24,us,us10008j2s,2017-04-20T12:33:44.574Z,""7km N of Spencer, Oklahoma"",earthquake,0.8,2.6,0.154,11,reviewed,us,us"
"2017-04-19T17:15:34.660Z,37.3344,141.8075,38.38,5,mb,,123,0.968,0.64,us,us10008j1y,2017-04-20T10:40:03.508Z,""73km ESE of Namie, Japan"",earthquake,7.3,6.8,0.032,318,reviewed,us,us"
"2017-04-19T17:13:44.050Z,36.7764,140.6352,22.21,4.6,mb,,133,1.097,0.56,us,us10008j1z,2017-04-20T10:00:36.357Z,""9km NW of Takahagi, Japan"",earthquake,6,5.4,0.075,53,reviewed,us,us"
"2017-04-19T17:08:12.197Z,60.3727,-152.4588,98.3,2.6,ml,,,,0.54,ak,ak15794040,2017-04-19T17:19:29.717Z,""20km SE of Redoubt Volcano, Alaska"",earthquake,,0.4,,,automatic,ak,ak"
"2017-04-19T15:29:29.839Z,39.0643,-118.9232,8,2.6,ml,22,72.19,0.259,0.1292,nn,nn00586270,2017-04-19T16:04:33.750Z,""22km ENE of Yerington, Nevada"",earthquake,,1.1,0.28,12,reviewed,nn,nn"
"2017-04-19T15:16:01.940Z,27.3344,129.58,13.6,5,mb,,90,1.267,1.05,us,us10008izl,2017-04-19T15:43:45.040Z,""114km S of Naze, Japan"",earthquake,6.2,4.8,0.05,125,reviewed,us,us"
"2017-04-19T15:06:56.367Z,51.5858,-173.5116,26.2,2.8,ml,,,,0.7,ak,ak15794008,2017-04-19T18:49:54.755Z,""82km SE of Atka, Alaska"",earthquake,,2.4,,,reviewed,ak,ak"
"2017-04-19T14:35:07.200Z,-2.0108,102.5749,308.12,4.5,mb,,58,2.299,0.81,us,us10008iz8,2017-04-20T05:30:15.040Z,""124km WSW of Jambi, Indonesia"",earthquake,8.3,7.2,0.072,57,reviewed,us,us"
"2017-04-19T13:40:20.070Z,1.5086,128.2569,83.39,4.8,mb,,106,1.152,0.53,us,us10008iyz,2017-04-20T05:20:44.040Z,""36km SE of Tobelo, Indonesia"",earthquake,7.1,6.7,0.078,51,reviewed,us,us"
"2017-04-19T12:33:19.532Z,37.1653,-117.3652,10.1,2.5,ml,26,105.14,0.159,0.1907,nn,nn00586264,2017-04-19T15:20:08.619Z,""60km WNW of Beatty, Nevada"",earthquake,,1.7,0.33,18,reviewed,nn,nn"
"2017-04-19T12:18:06.670Z,31.092,-103.4914,3,2.6,mb_lg,,67,0.425,0.72,us,us10008iyf,2017-04-19T22:24:11.436Z,""36km S of Pecos, Texas"",earthquake,2.1,7.3,0.106,23,reviewed,us,us"
"2017-04-19T10:33:53.440Z,26.8983,143.8375,10,4.6,mb,,128,1.487,0.72,us,us10008iyb,2017-04-19T11:26:37.040Z,""162km E of Chichi-shima, Japan"",earthquake,9.9,1.9,0.089,37,reviewed,us,us"
"2017-04-19T08:58:39.500Z,18.6665,-65.157,59,3.2,Md,12,226.8,0.3763941,0.18,pr,pr17109002,2017-04-20T04:01:14.343Z,""43km NNW of Charlotte Amalie, U.S. Virgin Islands"",earthquake,2.1,2,0,12,reviewed,pr,pr"
"2017-04-19T08:55:51.000Z,-32.278,153.238,10,3.2,ml,,,,0.35,us,us10008k3m,2017-04-23T21:25:10.313Z,""68km SE of Harrington, Australia"",earthquake,6.5,2,,,reviewed,aust,aust"
"2017-04-19T07:21:57.390Z,-11.1916,-75.6765,30.55,4.7,mb,,158,4.519,0.85,us,us10008ix3,2017-04-19T16:26:06.239Z,""15km NNW of Huasahuasi, Peru"",earthquake,8.9,2,0.066,70,reviewed,us,us"
"2017-04-19T06:55:42.959Z,59.1781,-153.5914,97,2.7,ml,,,,0.55,ak,ak15793879,2017-04-19T07:12:12.042Z,""98km SE of Old Iliamna, Alaska"",earthquake,,0.3,,,automatic,ak,ak"
"2017-04-19T05:01:06.510Z,-14.0491,170.2435,611.92,4.8,mb,,42,7.278,1.05,us,us10008iwf,2017-04-19T05:22:00.040Z,""291km E of Sola, Vanuatu"",earthquake,11.1,6.5,0.037,229,reviewed,us,us"
"2017-04-19T04:40:53.479Z,41.8752,-119.6306,11.3,2.5,ml,7,121.47,0.145,0.1667,nn,nn00586254,2017-04-19T16:48:07.701Z,""68km ESE of Lakeview, Oregon"",earthquake,,2.1,0.33,6,reviewed,nn,nn"
"2017-04-19T04:36:51.620Z,33.1496667,-116.5265,7.53,2.77,ml,92,18,0.09082,0.18,ci,ci37628351,2017-04-21T04:58:29.265Z,""11km NE of Julian, CA"",earthquake,0.13,0.58,0.119,144,reviewed,ci,ci"
"2017-04-19T04:26:11.420Z,9.3441,125.6415,83.51,4.9,mb,,109,2.26,0.88,us,us10008iwb,2017-04-19T16:32:19.562Z,""10km ENE of Bangonay, Philippines"",earthquake,4.8,8.4,0.144,15,reviewed,us,us"
"2017-04-19T03:08:39.910Z,-38.7039,177.8798,28.65,5.1,mb,,105,0.709,1.18,us,us10008ivz,2017-04-19T07:20:43.526Z,""12km WSW of Gisborne, New Zealand"",earthquake,4.4,4.4,0.096,35,reviewed,us,us"
"2017-04-19T02:32:22.200Z,19.2915,-64.823,34,3.3,Md,7,298.8,0.95580746,0.31,pr,pr17109000,2017-04-19T04:38:12.819Z,""99km NNW of Road Town, British Virgin Islands"",earthquake,3.9,22.5,0,6,reviewed,pr,pr"
"2017-04-18T23:39:27.770Z,13.8369,-91.9579,35,4.9,mb,,143,0.729,1.25,us,us10008iur,2017-04-19T01:13:48.456Z,""51km S of Champerico, Guatemala"",earthquake,6.8,2,0.028,395,reviewed,us,us"
"2017-04-18T22:59:09.014Z,60.9527,-138.0711,9.6,2.6,ml,,,,0.95,ak,ak15792704,2017-04-18T23:07:53.028Z,""37km NW of Haines Junction, Canada"",earthquake,,0.4,,,automatic,ak,ak"
"2017-04-18T22:25:34.100Z,-35.3597,-71.2416,108.44,4.6,mb,,128,0.427,0.42,us,us10008iu6,2017-04-18T23:04:26.684Z,""27km S of Molina, Chile"",earthquake,7.9,5,0.129,18,reviewed,us,us"
"2017-04-18T22:09:40.680Z,37.3135,-118.3183333,13.03,2.71,md,30,132,0.05789,0.07,nc,nc72790536,2017-04-19T19:03:03.922Z,""8km SE of Bishop, California"",earthquake,0.51,0.76,0.216,30,reviewed,nc,nc"
"2017-04-18T20:33:49.360Z,36.5822,70.8153,194.83,4.3,mb,,77,0.575,1.48,us,us10008it3,2017-04-19T19:23:48.040Z,""31km S of Jarm, Afghanistan"",earthquake,6.8,5.9,0.084,40,reviewed,us,us"
"2017-04-18T20:19:44.560Z,-25.1475,-175.3687,10,4.9,mb,,94,7.869,1.33,us,us10008it8,2017-04-19T19:12:04.040Z,""South of Tonga"",earthquake,12.4,1.9,0.078,52,reviewed,us,us"
"2017-04-18T20:16:46.170Z,53.6511,-162.9368,10,3.8,mb,,206,1.24,1.12,us,us10008iss,2017-04-19T18:50:27.040Z,""137km SSE of False Pass, Alaska"",earthquake,6.6,2,0.169,9,reviewed,us,us"
"2017-04-18T20:10:39.768Z,59.8844,-153.3127,128.2,2.7,ml,,,,0.64,ak,ak15789887,2017-04-19T18:36:41.040Z,""77km SSW of Redoubt Volcano, Alaska"",earthquake,,0.4,,,automatic,ak,ak"
"2017-04-18T19:56:23.230Z,39.2673,71.7898,10,4.4,mb,,62,0.216,0.83,us,us10008ise,2017-04-19T18:10:40.040Z,""23km E of Karakenja, Tajikistan"",earthquake,4.3,1.9,0.082,43,reviewed,us,us"
"2017-04-18T18:25:31.656Z,61.1598,-146.6394,16.4,2.6,ml,,,,0.6,ak,ak15788977,2017-04-19T17:10:43.040Z,""13km WNW of Valdez, Alaska"",earthquake,,0.4,,,automatic,ak,ak"
"2017-04-18T18:23:59.350Z,-18.0765,-178.3526,638.62,4.5,mb,,51,3.438,1.01,us,us10008iqx,2017-04-19T17:09:07.040Z,""287km N of Ndoi Island, Fiji"",earthquake,10.9,8.1,0.041,171,reviewed,us,us"
"2017-04-18T18:23:14.400Z,19.0095,-64.9412,35,2.8,Md,3,295.2,0.69260108,0.12,pr,pr17108002,2017-04-19T17:01:08.040Z,""77km N of Charlotte Amalie, U.S. Virgin Islands"",earthquake,2.6,9.9,0,3,reviewed,pr,pr"
"2017-04-18T17:49:55.570Z,-2.7334,-75.3507,14,5.8,mww,,16,3.645,1.41,us,us10008iq5,2017-04-21T15:36:34.847Z,""259km WNW of Iquitos, Peru"",earthquake,6.3,1.7,0.044,50,reviewed,us,us"
"2017-04-18T17:11:47.030Z,-18.0797,-178.374,628,6,mww,,37,3.418,1.09,us,us10008iph,2017-04-19T14:43:19.220Z,""286km N of Ndoi Island, Fiji"",earthquake,8.4,1.9,0.071,19,reviewed,us,us"
"2017-04-18T17:11:00.810Z,-18.0426,-178.2235,633.73,4.4,mb,,69,3.558,0.82,us,us10008ipk,2017-04-19T13:59:49.040Z,""292km N of Ndoi Island, Fiji"",earthquake,11.3,8.7,0.043,155,reviewed,us,us"
"2017-04-18T17:08:43.040Z,-18.0988,-178.2957,634.64,4.6,mb,,79,3.494,0.95,us,us10008iqg,2017-04-19T14:02:53.040Z,""285km N of Ndoi Island, Fiji"",earthquake,10.3,5,0.034,256,reviewed,us,us"
"2017-04-18T16:35:50.988Z,60.4711,-153.26,159.5,2.5,ml,,,,0.6,ak,ak15787216,2017-04-18T16:42:58.502Z,""28km W of Redoubt Volcano, Alaska"",earthquake,,0.5,,,automatic,ak,ak"
"2017-04-18T16:11:23.664Z,38.2793,-118.7632,6.6,2.9,ml,30,37.77,0.178,0.2475,nn,nn00586089,2017-04-20T00:09:09.868Z,""29km SSW of Hawthorne, Nevada"",earthquake,,2.3,0.43,15,reviewed,nn,nn"
"2017-04-18T14:18:13.257Z,57.1175,-156.3043,62.5,2.9,ml,,,,0.63,ak,ak15786361,2017-04-18T14:31:10.080Z,""147km WSW of Larsen Bay, Alaska"",earthquake,,0.8,,,automatic,ak,ak"
"2017-04-18T13:27:30.800Z,36.1984,-97.4307,3.58,2.8,mb_lg,,24,0.169,0.12,us,us10008ikj,2017-04-18T22:44:21.940Z,""16km SW of Perry, Oklahoma"",earthquake,1,3.9,0.061,70,reviewed,us,us"
"2017-04-18T12:33:53.710Z,-31.844,-71.428,51.71,4.6,mwr,,73,0.723,1.44,us,us10008ikb,2017-04-19T00:28:33.634Z,""34km SW of Illapel, Chile"",earthquake,5.6,4,0.041,56,reviewed,us,us"
"2017-04-18T11:59:33.529Z,61.5051,-145.8661,29.1,3.8,ml,,,,0.74,ak,ak15784653,2017-04-19T03:31:59.553Z,""49km NNE of Valdez, Alaska"",earthquake,,0.2,,,reviewed,ak,ak"
"2017-04-18T09:23:26.770Z,35.649,-121.0133333,7.06,2.54,md,70,63,0.08162,0.07,nc,nc72790146,2017-04-22T04:47:02.946Z,""11km NNE of Cambria, California"",earthquake,0.11,0.43,0.149,60,reviewed,nc,nc"
"2017-04-18T09:13:10.470Z,20.7154,100.0975,10,4.7,mb,,56,0.548,0.89,us,us10008ijh,2017-04-18T13:05:18.810Z,""38km NE of Mae Sai, Thailand"",earthquake,7.5,1.9,0.057,95,reviewed,us,us"
"2017-04-18T07:20:42.280Z,61.4837,-149.6714,28.4,3,ml,,,,0.91,ak,ak15781332,2017-04-23T18:16:40.842Z,""4km SW of Knik-Fairview, Alaska"",earthquake,,0.2,,,reviewed,ak,ak"
"2017-04-18T07:12:07.580Z,-18.8469,-177.5916,617.07,4.9,mb,,48,4.28,0.74,us,us10008iit,2017-04-18T07:32:02.040Z,""230km NNE of Ndoi Island, Fiji"",earthquake,13,7.5,0.089,39,reviewed,us,us"
"2017-04-18T07:11:55.860Z,-19.2135,-70.0166,66.93,4.6,mb,,138,0.406,0.84,us,us10008iis,2017-04-18T10:41:46.290Z,""87km SSE of Arica, Chile"",earthquake,5.3,7.9,0.105,27,reviewed,us,us"
"2017-04-18T05:11:54.590Z,33.9101,76.4487,42.7,4.6,mb,,107,5.311,1.18,us,us10008ii5,2017-04-18T05:57:57.040Z,""79km SSE of Kargil, India"",earthquake,8.7,7.4,0.085,41,reviewed,us,us"
"2017-04-18T04:12:38.901Z,52.7771,-168.2865,43.3,3.6,ml,,,,0.65,ak,ak15780473,2017-04-18T17:29:39.302Z,""43km ESE of Nikolski, Alaska"",earthquake,,2,,,reviewed,ak,ak"
"2017-04-18T01:48:43.290Z,-21.7881,-68.307,113.04,5.2,mb,,32,0.868,1.22,us,us10008ihl,2017-04-18T02:07:48.040Z,""99km NE of Calama, Chile"",earthquake,6.1,5.5,0.027,440,reviewed,us,us"
"2017-04-18T00:38:13.210Z,37.072,-97.985,7.51,2.7,ml,,143,0.097,0.23,us,us10008jfa,2017-04-24T05:00:45.178Z,""9km SSE of Anthony, Kansas"",earthquake,1.3,3.3,0.162,17,reviewed,ismp,ismp"
"2017-04-18T00:37:34.160Z,37.0723,-97.9828,7.49,2.5,ml,,142,0.096,0.45,us,us10008ihf,2017-04-24T04:38:48.040Z,""9km SSE of Anthony, Kansas"",earthquake,1.3,4.1,0.142,18,reviewed,ismp,ismp"
"2017-04-17T23:26:03.680Z,57.0415,162.3535,35,4.1,mb,,145,4.555,0.67,us,us10008ihe,2017-04-24T04:23:55.040Z,""90km N of Ust'-Kamchatsk Staryy, Russia"",earthquake,8,2,0.101,27,reviewed,us,us"
"2017-04-17T23:04:36.490Z,36.5405,70.8619,194.44,5.1,mb,,30,0.627,0.73,us,us10008igs,2017-04-23T05:28:03.227Z,""36km S of Jarm, Afghanistan"",earthquake,5.5,4,0.033,301,reviewed,us,us"
"2017-04-17T22:57:46.370Z,55.5084,-35.2587,10,4.5,mb,,129,17.973,0.56,us,us10008igw,2017-04-18T01:12:25.040Z,""Reykjanes Ridge"",earthquake,12.6,1.9,0.066,68,reviewed,us,us"
"2017-04-17T21:38:51.790Z,52.1957,157.3763,129.28,5,mb,,100,0.934,0.72,us,us10008ige,2017-04-17T21:58:03.040Z,""97km NE of Ozernovskiy, Russia"",earthquake,9.2,5.7,0.026,481,reviewed,us,us"
"2017-04-17T21:25:20.980Z,-21.5181,-68.5309,133.22,4,mb,,73,0.717,0.55,us,us10008ig0,2017-04-17T21:49:56.040Z,""112km NNE of Calama, Chile"",earthquake,6.8,6.6,0.212,6,reviewed,us,us"
"2017-04-17T21:19:14.700Z,46.4008333,-116.9125,-2,2.65,ml,10,68,1.092,0.36,mb,mb80206099,2017-04-17T23:25:04.790Z,""5km ENE of Lewiston Orchards, Idaho"",quarry blast,1.27,31.61,0.006,2,reviewed,mb,mb"
"2017-04-17T21:14:29.580Z,-22.3726,-69.8825,65.21,4.9,mb,,67,0.249,0.85,us,us10008ifs,2017-04-17T21:41:42.040Z,""44km SE of Tocopilla, Chile"",earthquake,3.4,1.2,0.066,71,reviewed,us,us"
"2017-04-17T20:32:28.120Z,38.7723333,-122.7381667,0.19,2.58,md,36,71,0.01095,0.07,nc,nc72789896,2017-04-18T04:35:10.783Z,""1km ESE of The Geysers, California"",earthquake,0.14,0.24,0.192,6,reviewed,nc,nc"
"2017-04-17T20:31:45.180Z,38.774,-122.7223333,1.35,3.73,mw,94,26,0.004049,0.08,nc,nc72789886,2017-04-22T04:46:52.172Z,""2km E of The Geysers, California"",earthquake,0.09,0.11,,4,reviewed,nc,nc"
"2017-04-17T20:30:40.700Z,19.8272,-64.1735,24,2.6,Md,3,342,1.59091637,0.05,pr,pr17107040,2017-04-18T13:58:08.040Z,""148km NNE of Road Town, British Virgin Islands"",earthquake,3.3,9.5,0,3,reviewed,pr,pr"
"2017-04-17T19:56:25.600Z,19.4533,-65.7086,35,3.2,Md,11,273.6,1.18218291,0.18,pr,pr17107039,2017-04-18T14:01:01.040Z,""112km N of Vieques, Puerto Rico"",earthquake,1.7,13,0,10,reviewed,pr,pr"
"2017-04-17T19:18:08.000Z,-23.74,-67.979,154.6,4.3,mb,,,,0.53,us,us10008ieq,2017-04-18T16:57:44.040Z,""94km SSE of San Pedro de Atacama, Chile"",earthquake,6.8,7.4,0.239,5,reviewed,guc,us"
"2017-04-17T19:14:31.330Z,-13.2225,166.4742,35,4.9,mb,,61,7.422,0.95,us,us10008ies,2017-04-17T23:42:43.040Z,""137km WNW of Sola, Vanuatu"",earthquake,5.4,1.9,0.052,118,reviewed,us,us"
"2017-04-17T18:58:48.310Z,-3.1462,138.9309,29.64,4.7,mb,,69,6.676,0.74,us,us10008iei,2017-04-17T23:21:00.040Z,""192km WSW of Abepura, Indonesia"",earthquake,9.1,3.7,0.07,62,reviewed,us,us"
"2017-04-17T18:57:27.620Z,27.7378,130.2658,11.96,4.9,mb,,70,1.988,0.83,us,us10008iey,2017-04-17T23:02:09.040Z,""103km SE of Naze, Japan"",earthquake,7.7,4.8,0.048,138,reviewed,us,us"
"2017-04-17T17:42:33.480Z,-38.5475,175.9473,181.9,4,ml,,86,0.749,0.61,us,us10008idy,2017-04-17T21:31:53.040Z,""19km NW of Taupo, New Zealand"",earthquake,7.5,9.3,0.056,42,reviewed,us,us"
"2017-04-17T17:39:01.550Z,34.58,140.401,76.49,4.8,mb,,110,1.54,0.66,us,us10008idv,2017-04-18T10:19:44.104Z,""62km S of Katsuura, Japan"",earthquake,5.8,7.6,0.084,44,reviewed,us,us"
"2017-04-17T17:14:05.090Z,55.5504,-35.2804,10,4.6,mb,,92,17.953,0.6,us,us10008idu,2017-04-17T21:16:47.040Z,""Reykjanes Ridge"",earthquake,2.4,1.9,0.048,131,reviewed,us,us"
"2017-04-17T15:50:19.650Z,34.6469,25.3039,25.07,4.3,mb,,122,0.724,0.84,us,us10008idh,2017-04-17T17:17:28.040Z,""41km SSE of Pirgos, Greece"",earthquake,7.7,6.8,0.099,29,reviewed,us,us"
"2017-04-17T15:18:50.921Z,63.0637,-150.9403,125.9,2.8,ml,,,,0.49,ak,ak15773954,2017-04-17T16:02:08.976Z,""92km NNW of Talkeetna, Alaska"",earthquake,,0.5,,,automatic,ak,ak"
"2017-04-17T14:48:23.008Z,61.5896,-146.5716,15.7,2.6,ml,,,,0.74,ak,ak15773932,2017-04-17T14:58:04.741Z,""52km NNW of Valdez, Alaska"",earthquake,,0.3,,,automatic,ak,ak"
"2017-04-17T14:35:21.450Z,-16.1285,-173.8599,101.72,5.1,mb,,58,2.986,0.54,us,us10008id2,2017-04-17T16:37:02.040Z,""22km SSW of Hihifo, Tonga"",earthquake,8.4,5.5,0.05,131,reviewed,us,us"
"2017-04-17T14:33:02.010Z,-59.5453,-20.2819,10,4.9,mb,,92,10.296,0.69,us,us10008id4,2017-04-17T15:28:50.040Z,""East of the South Sandwich Islands"",earthquake,7.2,1.9,0.099,32,reviewed,us,us"
"2017-04-17T13:55:20.630Z,9.1097,126.4661,41.34,4.6,mb,,82,2.209,0.43,us,us10008icy,2017-04-17T15:17:45.040Z,""25km NE of Bayabas, Philippines"",earthquake,10.6,7.5,0.082,45,reviewed,us,us"
"2017-04-17T13:29:35.000Z,-19.176,-70.124,58.4,4.5,mb,,,,1.36,us,us10008icv,2017-04-17T14:45:26.363Z,""79km SSE of Arica, Chile"",earthquake,4.4,6.5,0.18,9,reviewed,guc,us"
"2017-04-17T13:04:01.400Z,19.1611,-64.79,40,2.5,Md,4,306,0.82555175,0.1,pr,pr17107035,2017-04-17T16:46:01.040Z,""90km NNW of Road Town, British Virgin Islands"",earthquake,2.6,8.5,0,4,reviewed,pr,pr"
"2017-04-17T12:47:09.800Z,19.2682,-64.8196,46,2.5,Md,4,309.6,0.93245126,0.03,pr,pr17107033,2017-04-17T15:50:22.896Z,""96km NNW of Road Town, British Virgin Islands"",earthquake,2,6.8,0,4,reviewed,pr,pr"
"2017-04-17T12:24:53.300Z,19.2819,-64.8653,39,2.5,Md,5,309.6,0.94862094,0.1,pr,pr17107031,2017-04-17T14:20:32.222Z,""99km NNW of Road Town, British Virgin Islands"",earthquake,2.3,10.3,0,4,reviewed,pr,pr"
"2017-04-17T12:18:19.700Z,19.2227,-64.884,41,2.8,Md,4,306,0.89292539,0.07,pr,pr17107030,2017-04-17T14:06:35.576Z,""93km NNW of Road Town, British Virgin Islands"",earthquake,2.3,8.1,0,4,reviewed,pr,pr"
"2017-04-17T11:58:44.090Z,64.6089,-17.9399,7.81,4.2,mb,,142,1.463,1.04,us,us10008icd,2017-04-17T12:16:39.040Z,""120km S of Akureyri, Iceland"",earthquake,6,5.8,0.128,17,reviewed,us,us"
